gene,mean_marco_spots,pct_marco_spots,mean_neighbors,pct_neighbors,mean_distant,pct_distant,log2fc_neighbor_vs_distant,pval,padj
Gpt2,0.0794,7.0,0.1302,11.6,0.1662,14.4,-0.33,0.04069530534525404,0.10235911054862985
Sema4g,0.9238,51.7,1.1971,55.5,1.5081,66.4,-0.331,1.3917460041715345e-09,2.2919826125131896e-08
Gm10399,0.0063,0.6,0.0158,1.6,0.0225,2.2,-0.331,0.27606584938001266,0.4361278484521183
Tfap4,0.073,7.0,0.056,5.1,0.0729,6.8,-0.331,0.09164554002539188,0.19270789371818603
Gm29562,0.0159,1.6,0.0097,1.0,0.0148,1.4,-0.332,0.31051685283988995,0.4726918518296123
2310040G24Rik,0.0444,4.4,0.0377,3.5,0.05,4.6,-0.332,0.18396471938570946,0.3256769255710855
Slc39a5,0.2349,17.5,0.281,22.1,0.3567,26.2,-0.333,0.01073513708245351,0.035146210794853465
Hnf1a,0.1587,14.6,0.1764,14.7,0.2248,18.4,-0.333,0.01505977836914722,0.046495392760098835
Hoxa3,0.1206,9.8,0.0888,8.3,0.1145,10.4,-0.333,0.07735992609749774,0.1692291876594587
Kctd7,0.0286,2.9,0.0255,2.6,0.0348,3.4,-0.333,0.2370064954892056,0.3915491140945424
Gca,0.146,12.4,0.1241,10.9,0.159,13.5,-0.334,0.05335159061132425,0.12686653497552675
D630033O11Rik,0.0127,1.3,0.0195,1.9,0.0271,2.6,-0.334,0.2752823169789259,0.4352198815732482
Zfp955b,0.0381,3.8,0.0353,3.3,0.0471,4.5,-0.334,0.1367998747587491,0.2607848148164239
2810013P06Rik,0.1016,9.2,0.09,7.9,0.1162,10.6,-0.335,0.029136623951857482,0.07851710245390323
Fdxacb1,0.1079,10.2,0.0547,5.2,0.0717,6.9,-0.335,0.09285584599120973,0.19468475123513704
Lrrc20,0.1429,13.3,0.0645,6.1,0.084,7.8,-0.335,0.09582707743497741,0.1990055347073378
Sowaha,0.0159,1.6,0.0134,1.3,0.0195,1.8,-0.336,0.39127260008737463,0.5547884964677613
Car8,0.4063,25.4,0.4623,28.5,0.5861,36.1,-0.336,0.0001277683703897645,0.0007810089201328252
Nxpe3,0.0317,3.2,0.0134,1.3,0.0195,1.9,-0.336,0.31664747163799,0.47931502405196114
Lrig3,0.2063,16.5,0.208,17.2,0.2655,21.9,-0.337,0.004153955073600723,0.015920766608591583
Ung,0.0667,6.3,0.0973,9.1,0.1255,11.5,-0.337,0.06268242490792435,0.1437145288861603
Sh2d4a,0.3016,23.5,0.2494,20.1,0.3176,25.6,-0.337,0.001275182661231469,0.005807175471294746
Ddx11,0.0889,7.9,0.0426,4.3,0.0564,5.5,-0.337,0.17331239345317373,0.3112753733229022
Zfp932,0.0889,8.9,0.0657,6.4,0.0857,8.0,-0.338,0.1380671252839158,0.2625830845956224
Cenpi,0.0222,1.9,0.0268,2.7,0.0365,3.5,-0.338,0.263546186129182,0.42214068039409586
Shisa2,0.1683,14.0,0.2287,17.8,0.2918,21.3,-0.338,0.02253009394205459,0.06413121355999192
Tsr1,0.4222,34.6,0.3613,28.1,0.4593,33.8,-0.338,0.0011575862899770196,0.005341663996538485
Gls2,0.0032,0.3,0.0073,0.7,0.0119,1.2,-0.339,0.2722122111384323,0.4321310556256922
2010103J01Rik,0.0127,1.3,0.0073,0.7,0.0119,1.2,-0.339,0.2722122111384323,0.4321310556256922
Lipk,0.0063,0.6,0.0073,0.7,0.0119,1.2,-0.339,0.2722122111384323,0.4321310556256922
Dnajc12,0.127,10.8,0.0499,4.7,0.0657,5.9,-0.339,0.21131168840198322,0.36069827392060566
Pde2a,0.6603,42.2,0.7019,41.1,0.8914,48.4,-0.34,0.0001454962515709772,0.0008786703402296261
Pigl,0.0381,3.5,0.0304,2.7,0.0411,3.8,-0.34,0.1287745865204932,0.24919489491373056
Chdh,0.254,19.7,0.2543,20.3,0.3244,24.7,-0.34,0.00843685219947367,0.028816037088604942
Slc22a4,0.0286,2.9,0.0109,1.1,0.0165,1.6,-0.341,0.32597941741981096,0.48873465675837047
Lrrc57,0.219,17.8,0.1302,11.8,0.1675,14.3,-0.341,0.05898258935873114,0.137412575655955
C2cd4a,0.0571,5.7,0.0474,4.5,0.0628,5.7,-0.341,0.1912472590415727,0.3351133369371427
Taf1d,0.5302,36.8,0.4611,33.8,0.5865,40.1,-0.341,0.0003685022070440193,0.001981140642217865
Ptprr,0.2317,19.0,0.2749,19.7,0.3511,22.1,-0.342,0.08535205713725155,0.1822051010518855
Frat1,0.0921,8.9,0.0949,8.8,0.123,11.3,-0.342,0.03945063882976939,0.10004575360481109
Nom1,0.2222,18.4,0.1448,12.9,0.1862,16.0,-0.342,0.028969761046165082,0.07832511861688077
Chic1,0.0698,6.7,0.0681,6.4,0.0891,8.2,-0.342,0.10573393524812345,0.21388657274440168
Plcxd2,0.0317,3.2,0.0414,4.0,0.0551,5.2,-0.343,0.16770823296785742,0.3036771937495666
Apobec2,0.0159,1.3,0.0146,1.5,0.0212,2.1,-0.343,0.2654924841939209,0.42462873283257846
Wdr92,0.1048,9.5,0.0584,5.4,0.0768,7.2,-0.343,0.0679773464668551,0.1535145429961125
2410002F23Rik,0.1778,16.5,0.2348,20.3,0.3007,24.0,-0.344,0.018361047989011173,0.05441926695260249
Slc1a5,0.9619,50.2,0.9988,55.0,1.2706,61.6,-0.344,5.273941268856794e-06,4.5566064351235085e-05
Slc25a15,0.1873,16.2,0.1399,11.8,0.1802,16.0,-0.344,0.0038683248473091237,0.01494212120757331
Anks6,0.0349,3.5,0.0316,2.7,0.0428,4.2,-0.344,0.057278811205822004,0.13407412576967834
Ppif,0.6635,41.0,0.8577,47.8,1.0916,56.2,-0.344,1.8996240641225996e-06,1.8033451346527554e-05
Snx30,0.054,5.4,0.0487,4.5,0.0645,5.8,-0.344,0.16741717736856154,0.3032630707615992
Retsat,0.2095,15.9,0.2725,19.8,0.3486,22.1,-0.344,0.10268997896898824,0.20988226406170435
Kcnq1,0.346,23.8,0.4173,30.2,0.5327,36.2,-0.345,0.001013010093759829,0.004786538302477223
Fam222a,0.0127,1.3,0.0182,1.8,0.0259,2.5,-0.345,0.24124405550792172,0.39653159380421504
Mphosph10,0.181,16.2,0.118,10.7,0.1527,13.5,-0.346,0.037500283917886595,0.09628130259473576
C030014I23Rik,0.0254,2.5,0.0255,2.6,0.0352,3.4,-0.347,0.21634936273379224,0.3670216895301433
Ndufaf6,0.127,11.4,0.1156,10.3,0.1497,13.3,-0.347,0.026354807002457008,0.07276120888795652
Smim24,2.8762,73.3,3.4586,76.4,4.4033,75.9,-0.347,0.025722896387296638,0.07131346782957348
Abhd6,0.3841,28.3,0.5499,32.2,0.7027,36.3,-0.348,0.007345965992257737,0.025685355809497396
1700016K19Rik,0.0476,4.8,0.0365,3.5,0.0492,4.6,-0.348,0.1981607511450868,0.343876360261056
Fanca,0.0952,8.6,0.0365,3.4,0.0492,4.8,-0.348,0.08983595209923824,0.18988792946255037
Myb,0.1905,17.1,0.2275,17.8,0.2922,23.7,-0.348,0.00046254800591058416,0.0024181433014121585
B230216N24Rik,0.0095,1.0,0.0085,0.9,0.0136,1.3,-0.348,0.2924671849627364,0.45374654741784964
Kiss1,0.0349,2.9,0.0328,3.3,0.0445,4.3,-0.348,0.20728394554256924,0.35552839419438437
Prr5,0.1111,10.2,0.1423,12.8,0.1841,15.4,-0.349,0.061999809320763405,0.14262008793934397
Cobl,0.1492,11.4,0.1946,16.3,0.2506,19.1,-0.349,0.05498193983965422,0.129875584296648
Jade1,0.0857,7.6,0.1144,10.3,0.1484,12.9,-0.349,0.050681384610532794,0.12190165022851092
5830448L01Rik,0.0508,4.8,0.0474,4.5,0.0632,6.1,-0.349,0.07991692011190582,0.17362533968922242
Bco1,0.0095,1.0,0.0122,1.2,0.0182,1.8,-0.349,0.27139646102811144,0.43141363578398234
Hes2,0.0032,0.3,0.0158,1.6,0.0229,2.2,-0.35,0.24828677561769685,0.40420507555409063
Rbp4,0.2032,16.2,0.2068,15.9,0.2663,21.1,-0.35,0.0015901860455649276,0.007001329085949867
Mpst,0.2381,17.5,0.2981,21.4,0.383,23.9,-0.351,0.07631455837206906,0.1673689645583736
Rasd1,0.181,14.6,0.2336,18.2,0.3007,22.6,-0.351,0.007890236972129424,0.027300556713384022
5830444B04Rik,0.0222,2.2,0.0231,2.2,0.0322,3.0,-0.351,0.24004773370938315,0.39518633448647295
Nepro,0.0825,8.3,0.0487,4.7,0.0649,6.1,-0.352,0.157987810669174,0.289816462845602
Nedd9,0.5365,36.5,0.4343,31.5,0.5573,35.7,-0.352,0.010191428224547753,0.03368897354426286
Polr3g,0.0317,2.9,0.0389,3.9,0.0526,5.1,-0.355,0.16407185065175056,0.29872377999247474
Iyd,0.0317,3.2,0.0535,4.7,0.0712,6.3,-0.355,0.10725541716221858,0.21639432962028915
Ptpro,0.0952,8.6,0.0827,7.1,0.1086,9.3,-0.355,0.053097813068297056,0.12646917898784235
Gm48768,0.0349,3.5,0.028,2.8,0.0386,3.5,-0.355,0.31537717029221146,0.4779960830719495
Tubal3,0.1238,9.5,0.1533,12.5,0.1989,15.6,-0.355,0.028004139066906065,0.07620447465968415
Osbpl7,0.2635,20.3,0.2689,20.4,0.3469,26.0,-0.356,0.0011640414873126351,0.005362971058218711
Tube1,0.0159,1.6,0.0207,2.1,0.0293,2.8,-0.356,0.2561518780253925,0.4135330883235785
Dnmbp,0.4127,32.1,0.4635,32.6,0.5958,37.3,-0.356,0.004434245974278593,0.016813950886356278
Gramd3,0.654,37.8,0.7263,39.4,0.9321,43.8,-0.356,0.005205986523025885,0.019294018124833806
Sec14l2,0.0413,4.1,0.0207,2.1,0.0293,2.8,-0.356,0.232920883596632,0.38724025009279417
Gdpd1,0.3905,27.6,0.5036,35.0,0.6476,41.5,-0.356,0.0002146876643326633,0.0012289163241576658
Ms4a18,0.0063,0.6,0.0134,1.3,0.0199,2.0,-0.356,0.2269693976843099,0.379783312111441
Cd200r1,0.0159,1.6,0.0097,1.0,0.0153,1.5,-0.357,0.242201000743537,0.39778869899245256
2810410L24Rik,0.0127,1.3,0.0097,1.0,0.0153,1.5,-0.357,0.2743606526451493,0.43428035178405006
Pxmp2,0.073,6.3,0.0693,6.9,0.0916,8.3,-0.357,0.19197252101842677,0.33610163837051416
Mcm10,0.0984,7.9,0.0693,6.4,0.0916,8.3,-0.357,0.09028820270120352,0.1905048601123019
Gm49463,0.0,0.0,0.0061,0.5,0.0106,1.0,-0.357,0.16130292459482198,0.29482287019454434
Vpreb1,0.0159,1.6,0.0097,1.0,0.0153,1.5,-0.357,0.2743606526451493,0.43428035178405006
Aldh5a1,0.0762,7.3,0.073,6.9,0.0963,8.7,-0.357,0.10878426512708138,0.21868717847757635
Epb41l3,0.1619,14.6,0.1861,16.2,0.2413,19.0,-0.358,0.05427806535533585,0.12860851763554815
Grhl2,0.1143,9.8,0.1192,11.1,0.1556,13.5,-0.358,0.061894165980831264,0.14239952315142054
Zfp870,0.0286,2.9,0.0292,2.8,0.0403,3.9,-0.359,0.1449987182685521,0.27183300761357365
Mertk,0.1111,10.2,0.09,8.0,0.1183,10.4,-0.359,0.04803635619062066,0.11691384039655481
Ephx4,0.0508,5.1,0.0706,6.3,0.0933,7.9,-0.359,0.13039897086103758,0.25154037332540974
Lipt2,0.1206,11.7,0.1168,11.1,0.1527,13.2,-0.36,0.0923613540303654,0.19387778976507863
Ank3,0.1714,13.3,0.2579,19.7,0.3342,22.7,-0.361,0.04488102998283785,0.11071159906670956
Zfp975,0.0254,2.5,0.0182,1.8,0.0263,2.6,-0.362,0.19638973251007708,0.34149953367352337
Prkca,0.4127,27.6,0.4209,29.2,0.5437,37.3,-0.362,4.282337322219536e-05,0.0002978245179623701
Gm39469,0.019,1.9,0.0146,1.3,0.0216,2.2,-0.363,0.1422452270890149,0.2681871182912284
Nanp,0.2,16.5,0.219,18.1,0.2846,22.9,-0.363,0.004102834697557903,0.01574551843031756
Gm26982,0.0159,1.3,0.0146,1.5,0.0216,2.1,-0.363,0.23785020748503682,0.39258737301065294
Tmem44,0.019,1.9,0.0304,3.0,0.042,4.0,-0.363,0.1985285411996478,0.34439780580716456
Fabp1,0.0286,1.0,0.0304,2.2,0.042,2.6,-0.363,0.4858662726204389,0.6395953431797928
Cspg5,0.0063,0.6,0.0109,1.1,0.017,1.6,-0.364,0.28976121094536267,0.4509807104262521
Cnnm1,0.0095,1.0,0.0109,1.0,0.017,1.7,-0.364,0.16480745715876965,0.2997638503370242
Acer1,0.1429,12.7,0.2251,16.8,0.2926,21.7,-0.364,0.002698608932691985,0.010952824182728443
Hepacam2,0.3873,27.0,0.5754,33.7,0.7434,42.1,-0.364,1.1809249154236788e-05,9.436404951230502e-05
AI463229,0.019,1.9,0.0231,2.3,0.0327,3.2,-0.365,0.20422126613766267,0.35188857985529476
Rbm20,0.0222,2.2,0.0231,2.1,0.0327,3.2,-0.365,0.10319983522852183,0.2104641996339697
Panct2,0.0063,0.6,0.0073,0.7,0.0123,1.2,-0.366,0.23693079918458826,0.391512716976481
A230107N01Rik,0.0159,1.6,0.0073,0.7,0.0123,1.2,-0.366,0.23693079918458826,0.391512716976481
Ppp1r14c,0.0159,1.6,0.0073,0.7,0.0123,1.2,-0.366,0.23693079918458826,0.391512716976481
Gm9008,0.0127,1.3,0.0073,0.7,0.0123,1.2,-0.366,0.27188870128471243,0.43183890458462765
Lclat1,0.254,21.9,0.2652,21.7,0.3448,24.8,-0.366,0.036214678489706116,0.09352360598996494
Bbs10,0.0032,0.3,0.0073,0.7,0.0123,1.2,-0.366,0.27188870128471243,0.43183890458462765
Tlcd1,0.0952,9.2,0.0718,6.6,0.0954,8.7,-0.366,0.058320948405729614,0.13606667064086997
Utp14b,0.0825,7.3,0.1034,9.9,0.1361,12.0,-0.366,0.08485520803034487,0.18135626274344555
Pbx4,0.0159,1.6,0.0073,0.7,0.0123,1.2,-0.366,0.23693079918458826,0.391512716976481
Eif2ak4,0.0857,8.6,0.1046,9.2,0.1378,12.8,-0.367,0.008175486413403082,0.02814736249598027
AU041133,0.0127,1.3,0.0195,1.9,0.028,2.7,-0.367,0.2484617280340733,0.4044293924302949
E2f5,0.2825,25.4,0.2543,19.8,0.3308,25.7,-0.367,0.0006946163195351412,0.0034626398081097523
Sepsecs,0.2032,16.8,0.1338,12.0,0.1756,15.4,-0.368,0.016859755876558736,0.05072179340100382
Tfcp2l1,0.6413,39.4,0.7956,44.8,1.0297,53.4,-0.368,3.560391137941586e-06,3.18616867477901e-05
Vsig10l,0.0349,3.5,0.0158,1.6,0.0233,2.2,-0.368,0.24781277220458453,0.40373338088846505
L2hgdh,0.1238,11.1,0.0949,8.8,0.1255,11.1,-0.37,0.05478291350660619,0.12959427544988505
Hadh,1.0794,52.4,1.427,57.3,1.8465,65.6,-0.37,2.449232864190295e-06,2.2619404029519108e-05
Slc25a44,0.2444,19.0,0.1922,16.7,0.2515,19.6,-0.371,0.04860070216592087,0.11803143230741535
Gm10575,0.0413,4.1,0.0122,1.2,0.0187,1.9,-0.371,0.21471497054988786,0.3651405752090226
Tox3,0.073,6.3,0.0876,7.9,0.1162,10.7,-0.371,0.023056389895455026,0.06528542304765851
Alyref2,0.0413,3.8,0.0292,2.9,0.0407,4.0,-0.372,0.16266039585668646,0.29653495836640786
Papss2,1.3841,59.7,1.8796,61.1,2.4347,65.3,-0.372,0.0005440677007071478,0.0027883708538875983
1700113A16Rik,0.0254,2.5,0.0292,2.9,0.0407,4.0,-0.372,0.16266039585668646,0.29653495836640786
Pla2g10os,0.0667,6.0,0.101,9.4,0.1336,12.3,-0.372,0.023515964317339752,0.0662348163475457
Rmnd5a,0.5619,39.7,0.5937,37.5,0.771,41.5,-0.372,0.004687196287007606,0.01764470614647265
Mcf2l,0.219,18.4,0.2579,20.3,0.3367,25.5,-0.372,0.0016761079118262818,0.007317800880148797
Epha1,0.0857,7.6,0.1107,10.0,0.1463,12.3,-0.373,0.07017891828837121,0.1574067087362392
Apol10a,1.1873,37.8,1.4623,47.1,1.8961,53.4,-0.373,4.4979949526439034e-05,0.00031045527130571044
Mfsd6l,0.0667,6.7,0.0596,5.7,0.0802,7.4,-0.373,0.10400342828752766,0.2115591833463427
Gm671,0.0032,0.3,0.0085,0.9,0.014,1.3,-0.374,0.2920920687078681,0.45363654864465175
AI463170,0.0032,0.3,0.0085,0.9,0.014,1.4,-0.374,0.22495315417289963,0.377064464312284
Vcpkmt,0.0095,1.0,0.017,1.6,0.025,2.5,-0.374,0.12788271313892244,0.247929055808321
Il17rd,0.054,4.8,0.0304,3.0,0.0424,4.0,-0.375,0.21530088459118335,0.36575331319943605
Nr1h4,0.6698,37.8,0.8783,45.7,1.1425,51.1,-0.376,0.0003087809298613191,0.0016899559443385248
Wif1,0.0444,4.4,0.0219,2.1,0.0314,2.8,-0.376,0.23286758667090357,0.3872103654832085
Pdyn,0.0286,1.9,0.0219,1.3,0.0314,1.4,-0.376,0.8296865969829996,0.8964055636119177
2010300C02Rik,0.1587,14.0,0.1849,15.8,0.243,19.7,-0.376,0.010971125196637092,0.03582002410922618
Xpnpep2,0.0317,3.2,0.0268,2.3,0.0377,3.6,-0.377,0.06535127375273259,0.14871420288524226
Rell2,0.0317,3.2,0.0134,1.3,0.0204,2.0,-0.377,0.2535524245978934,0.41038813937573115
Nceh1,0.2095,19.4,0.2616,20.6,0.3427,24.0,-0.377,0.020676426300806714,0.05988283766476196
Gm12999,0.0159,1.6,0.0134,1.1,0.0204,2.0,-0.377,0.09342947948489386,0.195557242169572
Prr36,0.0127,1.3,0.0134,1.3,0.0204,2.0,-0.377,0.2535524245978934,0.41038813937573115
Akr1c14,0.2667,16.8,0.3978,26.4,0.5195,33.1,-0.377,0.0001600547950846308,0.0009501055797721107
Abcc2,0.0063,0.6,0.0134,1.3,0.0204,2.0,-0.377,0.22656839976338916,0.3792428038255835
Rsph3a,0.019,1.9,0.0182,1.8,0.0267,2.6,-0.378,0.19596136335557057,0.34093773513785286
Pfkfb2,0.0571,5.1,0.0633,6.0,0.0852,8.1,-0.379,0.049113411156639954,0.11909818550549003
Arhgef19,0.1429,12.7,0.1363,11.9,0.1802,15.4,-0.379,0.013395138833409198,0.04214067932692402
Fbxo21,0.1333,12.4,0.1095,10.2,0.1455,13.1,-0.38,0.0294571741423451,0.07902364918384949
Rassf9,0.0317,3.2,0.0097,1.0,0.0157,1.5,-0.381,0.27397452179264714,0.43409297941975394
Isl1,0.019,1.9,0.0097,1.0,0.0157,1.5,-0.381,0.2743606526451493,0.43428035178405006
Cbr1,2.5429,71.7,3.3078,76.5,4.3117,78.5,-0.381,0.0005187411926246461,0.0026764330769399615
Hist1h2ag,0.019,1.9,0.0146,1.5,0.0221,2.2,-0.382,0.21266094839772354,0.36240783672870636
Sfxn1,0.2635,22.2,0.2324,18.1,0.3058,24.4,-0.382,0.00026803027565347953,0.0014955371900802754
Dpep1,1.5556,50.2,2.3029,59.6,3.0047,60.5,-0.382,0.07963841474921297,0.1731491744308995
Gfi1,0.0698,6.3,0.0742,7.1,0.1001,9.0,-0.387,0.08149394631439968,0.1760032816272063
Slc22a5,0.1651,15.2,0.1618,14.0,0.2146,17.5,-0.387,0.014723961783734162,0.04566149338713393
Ccdc173,0.0317,3.2,0.0061,0.6,0.011,1.1,-0.387,0.21427927356123622,0.3646121143477548
B3gnt6,0.2349,17.1,0.3625,23.7,0.4771,28.8,-0.387,0.0021730573064088735,0.009108612225743141
Lamc3,0.0032,0.3,0.0158,1.3,0.0237,2.2,-0.387,0.14215161427266135,0.2680514754622198
Colca2,0.019,1.9,0.0061,0.6,0.011,1.1,-0.387,0.2482632661053107,0.40420507555409063
Col11a1,0.0032,0.3,0.0061,0.6,0.011,1.0,-0.387,0.2873265883209032,0.4486426673438451
Nadsyn1,0.2032,17.8,0.1971,15.7,0.2608,20.9,-0.387,0.0014168502024997816,0.0063453840714163025
Tex14,0.0222,2.2,0.0109,1.1,0.0174,1.6,-0.387,0.2893297066387166,0.45068962843658733
Col4a6,0.0254,2.5,0.0401,3.8,0.0556,5.3,-0.387,0.08137683170543937,0.17577636586440648
Pif1,0.0381,3.8,0.0207,2.1,0.0301,2.8,-0.387,0.25502003090694303,0.41225318756516793
Gemin4,0.0095,1.0,0.0061,0.6,0.011,1.1,-0.387,0.21427927356123622,0.3646121143477548
Naip5,0.3429,27.3,0.3187,24.5,0.4203,31.0,-0.388,0.0002483468335084444,0.001395313302934814
Tedc2,0.0698,6.7,0.0316,3.2,0.0445,4.3,-0.389,0.14287272002159748,0.2690572867624069
Tab1,0.2413,21.0,0.1861,16.3,0.2468,19.8,-0.389,0.017464245131031175,0.052324599734471434
Slc30a1,0.4032,31.4,0.3674,26.6,0.4843,28.8,-0.389,0.08032372691887475,0.17418922701912043
Tsen54,0.1302,11.7,0.101,9.6,0.1353,12.1,-0.389,0.04977614236247096,0.12024564457132678
Gli1,0.0889,8.9,0.0462,4.5,0.0636,6.1,-0.389,0.09410709667051192,0.19646825690648725
4930404N11Rik,0.0254,2.5,0.0268,2.7,0.0382,3.7,-0.39,0.15304934420467245,0.2829270215748607
Aldh1a7,0.0222,2.2,0.062,5.4,0.0844,7.1,-0.39,0.0790912446135849,0.17216475461089323
Cbr3,0.2984,23.5,0.4258,25.8,0.5611,28.9,-0.39,0.03931370068114521,0.09979020054130414
Suclg2,1.1905,56.5,1.3929,58.8,1.8287,66.6,-0.39,7.381697805268703e-08,9.269049283707025e-07
Polg2,0.0635,5.7,0.0827,7.7,0.1115,10.1,-0.39,0.04268442906186222,0.10648119412577049
Myo19,0.3587,25.1,0.3382,23.8,0.4466,29.3,-0.391,0.0010727584696923799,0.005012045735280664
Vsig10,0.4063,29.5,0.4282,29.7,0.5645,35.7,-0.391,0.0003425608677087489,0.0018560362498100092
Mccc2,0.127,12.1,0.0998,9.2,0.134,12.3,-0.392,0.018090566734833058,0.05373767492425675
Zfp78,0.0095,1.0,0.0073,0.7,0.0127,1.1,-0.393,0.31092939052767865,0.47307306957136175
Gramd1c,0.0317,3.2,0.028,2.7,0.0399,3.8,-0.393,0.12679445921528965,0.2462803453687821
Unc79,0.0063,0.6,0.0073,0.7,0.0127,1.2,-0.393,0.2366413550047919,0.3912768595702397
Dpyd,0.0381,3.2,0.0803,6.9,0.1086,9.4,-0.393,0.031616267435983135,0.08372285991986024
Gabra3,0.0032,0.3,0.0073,0.7,0.0127,1.2,-0.393,0.2366413550047919,0.3912768595702397
AC132307.1,0.0063,0.6,0.0073,0.7,0.0127,1.3,-0.393,0.2057685423947685,0.35363590130530825
Agmo,0.019,1.9,0.0231,2.3,0.0335,3.2,-0.394,0.20371463644697918,0.35122300134678874
Rph3al,0.1365,12.4,0.135,11.2,0.1807,16.0,-0.395,0.0010638468727291069,0.00497838028222912
Zfp553,0.1079,9.8,0.0669,6.4,0.0912,8.7,-0.396,0.0386375140889695,0.0986422730451432
Bend7,0.0095,1.0,0.0134,1.3,0.0208,2.0,-0.397,0.22616786301351288,0.37874615967292163
Crabp1,0.0127,1.0,0.0195,1.2,0.0288,1.3,-0.398,0.8966252842675614,0.9388853352434673
AI480526,0.0857,8.3,0.0645,5.7,0.0882,8.4,-0.399,0.015436227629249545,0.04727749734222925
Lgals2,0.146,12.4,0.1265,10.6,0.1701,9.9,-0.399,0.5620883169092229,0.7033817008595602
Grin2d,0.0063,0.6,0.0085,0.9,0.0144,1.4,-0.399,0.22464855134532546,0.37685065678082824
Zfp784,0.0635,6.0,0.0365,3.5,0.0513,4.6,-0.399,0.19562513080212995,0.34060062256708173
Polrmt,0.1714,15.9,0.1338,11.7,0.1798,15.7,-0.4,0.005216666717633596,0.019323783720993092
Gm4013,0.1206,11.1,0.1156,10.2,0.1556,13.4,-0.4,0.016711174710316017,0.050368260730886384
Slc35f2,0.0603,5.4,0.0706,6.0,0.0963,9.0,-0.4,0.007395977953714545,0.025829275807240044
Ccn3,0.6794,32.1,0.7944,39.9,1.0522,46.3,-0.401,0.0005562616560604869,0.002841881590888853
Mutyh,0.0222,2.2,0.0146,1.5,0.0225,2.2,-0.401,0.16936742148878414,0.30596013952492873
Bbs1,0.0286,2.9,0.0146,1.3,0.0225,2.2,-0.401,0.1416975193107929,0.26736176183418847
Adcy6,0.6698,44.4,0.6545,42.0,0.8673,51.6,-0.401,1.0661671116742254e-07,1.305070832754918e-06
Atp6v1g2,0.0476,4.4,0.0268,2.4,0.0386,3.0,-0.402,0.41781382436943515,0.5792779847372129
Gm20275,0.0127,1.3,0.0207,2.1,0.0305,3.0,-0.402,0.1721870911723007,0.30967359143289036
Ceacam2,0.0254,2.2,0.0207,2.1,0.0305,2.8,-0.402,0.2313437698170031,0.3853352677397137
Fam189a2,0.2762,20.3,0.3175,22.7,0.4228,26.8,-0.402,0.008348605826122586,0.02859495483778278
Ddx60,0.2571,17.8,0.219,15.9,0.293,16.4,-0.404,0.6509107574257529,0.7728406592561771
Itpr2,0.1238,11.1,0.0985,8.0,0.1336,11.0,-0.404,0.014747636587704312,0.04572519452851543
Pbld2,0.0413,4.1,0.0925,6.9,0.1255,10.7,-0.404,0.001987799124597581,0.008436293492438424
Grb7,0.4159,29.5,0.5024,34.9,0.6679,39.1,-0.404,0.004510754056433608,0.01708629606371308
Abcb6,0.2032,16.8,0.3163,23.0,0.422,27.6,-0.405,0.005570944032683481,0.020392785845681053
Spryd7,0.5302,35.6,0.562,31.4,0.7472,37.2,-0.405,0.0009116291453396789,0.004356888588159599
Frmd3,0.0095,1.0,0.0219,2.2,0.0322,2.9,-0.405,0.28582861617387867,0.4473372668232397
Hoxa2,0.0222,2.2,0.0219,2.2,0.0322,3.1,-0.405,0.16166883433659407,0.29538406399627354
Gm10138,0.0413,4.1,0.0292,2.8,0.042,4.0,-0.407,0.1080623373971136,0.2176912280769411
Scin,0.2921,20.0,0.4793,27.9,0.6387,33.1,-0.407,0.0014008329812878397,0.0062949042285096605
Pla2g6,0.1302,12.1,0.0669,6.4,0.092,8.1,-0.408,0.10880740855340748,0.21868717847757635
Hhat,0.019,1.9,0.017,1.7,0.0259,2.5,-0.408,0.16799093803970766,0.3040381762512248
D3Ertd751e,0.0222,2.2,0.0231,2.3,0.0339,3.3,-0.408,0.151841015704268,0.28112070297436553
Tcrg-C2,0.0381,3.8,0.0231,2.2,0.0339,3.0,-0.408,0.21695148965435174,0.3677494343403037
Hykk,0.0127,1.3,0.0231,2.3,0.0339,3.4,-0.408,0.13750691448643393,0.26179190335418934
Rdh1,0.0032,0.3,0.0109,1.1,0.0178,1.8,-0.409,0.17751465860996363,0.31667885851301864
Zdhhc23,0.0794,7.3,0.1071,9.0,0.1455,13.2,-0.409,0.0018429281908416504,0.007922853633638928
Abcg8,0.0127,1.3,0.0182,1.7,0.0276,2.5,-0.411,0.1684401977334965,0.30466231872188515
Ffar2,0.0984,8.9,0.1119,10.7,0.1522,13.1,-0.412,0.058489180583742285,0.1363744205040868
Slc39a8,0.1143,10.2,0.191,15.7,0.2574,20.4,-0.412,0.0026242897910659555,0.01071077268292122
Rtn4ip1,0.1714,15.9,0.1046,9.9,0.1425,12.7,-0.412,0.027250140348160812,0.07458390504971195
Gm16174,0.0413,3.8,0.0316,2.8,0.0454,4.3,-0.412,0.05971419525321463,0.138702884766302
Cmah,0.2127,18.1,0.2092,15.8,0.282,20.7,-0.414,0.00149581375581462,0.006643963017074923
Gm7160,0.1016,10.2,0.0328,3.2,0.0471,4.5,-0.414,0.09010638170426667,0.19029414031653713
Hpd,0.181,14.9,0.264,20.3,0.3554,26.3,-0.415,0.00036277499781405833,0.0019525082969771026
Pkmyt1,0.1524,14.0,0.1265,11.7,0.1722,14.9,-0.416,0.01750158146476639,0.0523826820825449
